Area Name,Date,# of Hunters,# of Ducks,# of Geese,# of Waterfowl,Average Ducks,Average Geese,Average Waterfowl,#1 Species,#2 Species,Season_Week,#1 Duck Harvest,#2 Duck Harvest,#1 Duck Species,#2 Duck Species,Unnamed: 0,Unnamed: 13
KERN,2019-11-23,73,178,0,178,2.4,0.0,2.4,NSHO,GADW,8.0,,,,,,
KESTERSON,2019-11-20,23,17,0,17,0.7,0.0,0.7,MALL,NSHO,8.0,,,,,,
KESTERSON,2019-11-23,28,14,0,14,0.5,0.0,0.5,AGWT,NSHO,8.0,,,,,,
KESTERSON,2019-11-24,18,3,0,3,0.2,0.0,0.2,NSHO,,8.0,,,,,,
LITTLE DRY CREEK,2019-11-20,94,290,5,295,3.1,0.1,3.1,AMWI,MALL,8.0,,,,,,
LITTLE DRY CREEK,2019-11-23,76,119,2,121,1.6,0.0,1.6,GADW,MALL,8.0,,,,,,
LITTLE DRY CREEK,2019-11-24,56,76,1,77,1.4,0.0,1.4,NSHO,AMWI,8.0,,,,,,
LLANO SECO,2019-11-20,25,40,4,44,1.6,0.2,1.8,AMWI,GADW,8.0,,,,,,
LLANO SECO,2019-11-23,21,11,0,11,0.5,0.0,0.5,MALL,GADW,8.0,,,,,,
LLANO SECO,2019-11-24,13,11,0,11,0.8,0.0,0.8,AGWT,AMWI,8.0,,,,,,
LOS BANOS,2019-11-20,49,19,0,19,0.4,0.0,0.4,NSHO,AMWI,8.0,,,,,,
LOS BANOS,2019-11-23,70,32,0,32,0.5,0.0,0.5,NSHO,MALL,8.0,,,,,,
LOS BANOS,2019-11-24,47,10,0,10,0.2,0.0,0.2,NSHO,MALL,8.0,,,,,,
MENDOTA,2019-11-20,91,38,0,38,0.4,0.0,0.4,MALL,NSHO,8.0,,,,,,
MENDOTA,2019-11-23,110,59,1,60,0.5,0.0,0.5,CANV,RNDU,8.0,,,,,,
MENDOTA,2019-11-24,32,28,0,28,0.9,0.0,0.9,MALL,GADW,8.0,,,,,,
MERCED,2019-11-20,32,61,0,61,1.9,0.0,1.9,WODU,MALL,8.0,,,,,,
MERCED,2019-11-23,34,55,0,55,1.6,0.0,1.6,MALL,AGWT,8.0,,,,,,
SACRAMENTO,2019-11-20,171,287,202,489,1.7,1.2,2.9,LSGO,MALL,8.0,,,,,,
SACRAMENTO,2019-11-23,130,311,33,344,2.4,0.3,2.6,RNDU,NSHO,8.0,,,,,,
SACRAMENTO,2019-11-24,79,89,22,111,1.1,0.3,1.4,NSHO,GADW,8.0,,,,,,
SALT SLOUGH,2019-11-20,7,4,0,4,0.6,0.0,0.6,MALL,AGWT,8.0,,,,,,
SALT SLOUGH,2019-11-23,26,13,0,13,0.5,0.0,0.5,MALL,NSHO,8.0,,,,,,
SALT SLOUGH,2019-11-24,14,4,0,4,0.3,0.0,0.3,GADW,NSHO,8.0,,,,,,
SONNY BONO,2019-11-20,8,4,15,19,0.5,1.9,2.4,LSGO,ROGO,8.0,,,,,,
SONNY BONO,2019-11-23,10,20,3,23,2.0,0.3,2.3,GADW,AGWT,8.0,,,,,,
SONNY BONO,2019-11-24,10,8,3,11,0.8,0.3,1.1,AGWT,NSHO,8.0,,,,,,
SAN JACINTO,2019-11-20,145,333,1,334,2.3,0.0,2.3,CITE,AGWT,8.0,,,,,,
SAN JACINTO,2019-11-23,204,165,4,169,0.8,0.0,0.8,GADW,CITE,8.0,,,,,,
SAN LUIS,2019-11-20,28,20,2,22,0.7,0.1,0.8,MALL,NSHO,8.0,,,,,,
SAN LUIS,2019-11-23,49,37,0,37,0.8,0.0,0.8,MALL,NSHO,8.0,,,,,,
SAN LUIS,2019-11-24,19,2,0,2,0.1,0.0,0.1,NSHO,,8.0,,,,,,
SHASTA VALLEY,2019-11-20,17,46,2,48,2.7,0.1,2.8,AGWT,MALL,8.0,,,,,,
SHASTA VALLEY,2019-11-23,19,61,0,61,3.2,0.0,3.2,AGWT,NOPI,8.0,,,,,,
SHASTA VALLEY,2019-11-24,10,23,6,29,2.3,0.6,2.9,AGWT,RNDU,8.0,,,,,,
SUTTER,2019-11-20,68,87,26,113,1.3,0.4,1.7,MALL,AMWI,8.0,,,,,,
SUTTER,2019-11-23,29,30,1,31,1.0,0.0,1.1,AMWI,MALL,8.0,,,,,,
SUTTER,2019-11-24,34,23,0,23,0.7,0.0,0.7,MALL,WODU,8.0,,,,,,
VOLTA,2019-11-20,21,2,0,2,0.1,0.0,0.1,MALL,NSHO,8.0,,,,,,
VOLTA,2019-11-23,28,10,0,10,0.4,0.0,0.4,MALL,AGWT,8.0,,,,,,
VOLTA,2019-11-24,14,4,0,4,0.3,0.0,0.3,WODU,MALL,8.0,,,,,,
WEST BEAR CREEK,2019-11-20,23,9,0,9,0.4,0.0,0.4,MALL,WODU,8.0,,,,,,
WEST BEAR CREEK,2019-11-23,21,11,0,11,0.5,0.0,0.5,MALL,WODU,8.0,,,,,,
WEST BEAR CREEK,2019-11-24,11,4,0,4,0.4,0.0,0.4,MALL,GADW,8.0,,,,,,
WEST FAMILY JR,2019-11-20,0,0,0,0,0.0,0.0,0.0,,,8.0,,,,,,
WEST FAMILY JR,2019-11-23,4,0,0,0,0.0,0.0,0.0,,,8.0,,,,,,
WEST FAMILY JR,2019-11-24,1,1,0,1,1.0,0.0,1.0,RUDU,,8.0,,,,,,
WILLOW CREEK,2019-11-20,0,0,0,0,0.0,0.0,0.0,,,8.0,,,,,,
WILLOW CREEK,2019-11-23,3,0,0,0,0.0,0.0,0.0,,,8.0,,,,,,
WILLOW CREEK,2019-11-24,0,0,0,0,0.0,0.0,0.0,,,8.0,,,,,,
WISTER,2019-11-20,47,46,25,71,1.0,0.5,1.5,LSGO,NOPI,8.0,,,,,,
WISTER,2019-11-23,111,116,19,135,1.0,0.2,1.2,NOPI,GADW,8.0,,,,,,
WISTER,2019-11-24,54,18,18,36,0.3,0.3,0.7,LSGO,MALL,8.0,,,,,,
YOLO,2019-11-20,154,97,18,115,0.6,0.1,0.7,NOPI,MALL,8.0,,,,,,
YOLO,2019-11-23,140,93,8,101,0.7,0.1,0.7,NSHO,NOPI,8.0,,,,,,
YOLO,2019-11-24,101,11,1,12,0.1,0.0,0.1,GOLD,NOPI,8.0,,,,,,
ASH CREEK,2019-11-27,15,33,1,34,2.2,0.1,2.3,MALL,RNDU,9.0,,,,,,
ASH CREEK,2019-11-30,11,16,2,18,1.5,0.2,1.6,MALL,BUFF,9.0,,,,,,
ASH CREEK,2019-12-01,2,0,0,0,0.0,0.0,0.0,,,9.0,,,,,,
BUTTE VALLEY,2019-11-27,0,0,0,0,0.0,0.0,0.0,,,9.0,,,,,,
BUTTE VALLEY,2019-11-30,0,0,0,0,0.0,0.0,0.0,,,9.0,,,,,,
BUTTE VALLEY,2019-12-01,0,0,0,0,0.0,0.0,0.0,,,9.0,,,,,,
CHINA ISLAND,2019-11-27,11,29,0,29,2.6,0.0,2.6,AGWT,MALL,9.0,,,,,,
CHINA ISLAND,2019-11-30,17,7,0,7,0.4,0.0,0.4,AGWT,AGWT,9.0,,,,,,
CHINA ISLAND,2019-12-01,5,0,0,0,0.0,0.0,0.0,,,9.0,,,,,,
COLUSA,2019-11-27,109,200,1,201,1.8,0.0,1.8,NSHO,GADW,9.0,,,,,,
COLUSA,2019-11-30,105,307,3,310,2.9,0.0,3.0,AGWT,GADW,9.0,,,,,,
COLUSA,2019-12-01,66,188,0,188,2.8,0.0,2.8,GADW,NSHO,9.0,,,,,,
DELEVAN,2019-11-27,167,614,18,632,3.7,0.1,3.8,NSHO,GADW,9.0,,,,,,
DELEVAN,2019-11-30,209,647,10,657,3.1,0.0,3.1,NSHO,AGWT,9.0,,,,,,
DELEVAN,2019-12-01,152,380,3,383,2.5,0.0,2.5,NSHO,GADW,9.0,,,,,,
FREITAS NORTH,2019-11-27,6,19,0,19,3.2,0.0,3.2,AGWT,MALL,9.0,,,,,,
FREITAS NORTH,2019-11-30,24,18,0,18,0.8,0.0,0.8,MALL,MALL,9.0,,,,,,
FREITAS NORTH,2019-12-01,3,12,0,12,4.0,0.0,4.0,AGWT,MALL,9.0,,,,,,
FREITAS SOUTH,2019-11-27,3,9,0,9,3.0,0.0,3.0,AGWT,MALL,9.0,,,,,,
FREITAS SOUTH,2019-11-30,14,8,0,8,0.6,0.0,0.6,AGWT,GADW,9.0,,,,,,
FREITAS SOUTH,2019-12-01,6,2,0,2,0.3,0.0,0.3,MALL,,9.0,,,,,,
GADWALL,2019-11-27,34,45,1,46,1.3,0.0,1.4,NSHO,AGWT,9.0,,,,,,
GADWALL,2019-11-30,33,102,0,102,3.1,0.0,3.1,NSHO,AGWT,9.0,,,,,,
GADWALL,2019-12-01,39,98,0,98,2.5,0.0,2.5,NSHO,AGWT,9.0,,,,,,
GOODYEAR SLOUGH,2019-11-27,21,18,0,18,0.9,0.0,0.9,NSHO,AMWI,9.0,,,,,,
GOODYEAR SLOUGH,2019-11-30,15,34,0,34,2.3,0.0,2.3,NSHO,AMWI,9.0,,,,,,
GOODYEAR SLOUGH,2019-12-01,13,13,0,13,1.0,0.0,1.0,AMWI,NSHO,9.0,,,,,,
GRAY LODGE,2019-11-27,210,266,3,269,1.3,0.0,1.3,RNDU,GADW,9.0,,,,,,
GRAY LODGE,2019-11-30,536,275,3,278,0.5,0.0,0.5,GADW,NSHO,9.0,,,,,,
GRAY LODGE,2019-12-01,237,290,2,292,1.2,0.0,1.2,AMWI,NSHO,9.0,,,,,,
GRIZZLY ISLAND,2019-11-27,86,61,6,67,0.7,0.1,0.8,NSHO,MALL,9.0,,,,,,
GRIZZLY ISLAND,2019-11-30,111,122,0,122,1.1,0.0,1.1,NSHO,GOLD,9.0,,,,,,
GRIZZLY ISLAND,2019-12-01,62,99,0,99,1.6,0.0,1.6,NSHO,GOLD,9.0,,,,,,
HONEY LAKE- DAKIN,2019-11-27,7,36,2,38,5.1,0.3,5.4,MALL,NSHO,9.0,,,,,,
HONEY LAKE- DAKIN,2019-11-30,10,14,1,15,1.4,0.1,1.5,MALL,NOPI,9.0,,,,,,
HONEY LAKE- DAKIN,2019-12-01,4,23,0,23,5.8,0.0,5.8,MALL,AGWT,9.0,,,,,,
HONEY LAKE-FLEMING,2019-11-27,11,7,3,10,0.6,0.3,0.9,MALL,CAGO,9.0,,,,,,
HONEY LAKE-FLEMING,2019-11-30,7,4,0,4,0.6,0.0,0.6,MALL,NOPI,9.0,,,,,,
HONEY LAKE-FLEMING,2019-12-01,1,5,0,5,5.0,0.0,5.0,MALL,AGWT,9.0,,,,,,
HOWARD SLOUGH,2019-11-27,53,67,1,68,1.3,0.0,1.3,MALL,AMWI,9.0,,,,,,
HOWARD SLOUGH,2019-11-30,67,109,6,115,1.6,0.1,1.7,NSHO,AMWI,9.0,,,,,,
HOWARD SLOUGH,2019-12-01,53,146,1,147,2.8,0.0,2.8,AMWI,AMWI,9.0,,,,,,
ISLAND SLOUGH,2019-11-27,11,7,0,7,0.6,0.0,0.6,NSHO,CITE,9.0,,,,,,
ISLAND SLOUGH,2019-11-30,31,27,0,27,0.9,0.0,0.9,NSHO,AMWI,9.0,,,,,,
ISLAND SLOUGH,2019-12-01,8,3,0,3,0.4,0.0,0.4,AGWT,NSHO,9.0,,,,,,
JOICE ISLAND,2019-11-27,26,72,0,72,2.8,0.0,2.8,MALL,GADW,9.0,,,,,,
KERN,2019-11-27,76,186,0,186,2.4,0.0,2.4,NSHO,AGWT,9.0,,,,,,
KERN,2019-11-30,94,153,3,156,1.6,0.0,1.7,NSHO,BUFF,9.0,,,,,,
KESTERSON,2019-11-27,63,68,0,68,1.1,0.0,1.1,AGWT,NSHO,9.0,,,,,,
KESTERSON,2019-11-30,69,51,0,51,0.7,0.0,0.7,AGWT,MALL,9.0,,,,,,
KESTERSON,2019-12-01,49,56,0,56,1.1,0.0,1.1,AGWT,MALL,9.0,,,,,,
LITTLE DRY CREEK,2019-11-27,104,216,2,218,2.1,0.0,2.1,MALL,AMWI,9.0,,,,,,
LITTLE DRY CREEK,2019-11-30,109,319,2,321,2.9,0.0,2.9,NSHO,GADW,9.0,,,,,,
LITTLE DRY CREEK,2019-12-01,87,351,1,352,4.0,0.0,4.0,AMWI,AGWT,9.0,,,,,,
LLANO SECO,2019-11-27,36,26,2,28,0.7,0.1,0.8,AMWI,AGWT,9.0,,,,,,
LLANO SECO,2019-11-30,33,50,1,51,1.5,0.0,1.5,NSHO,AMWI,9.0,,,,,,
LLANO SECO,2019-12-01,33,53,1,54,1.6,0.0,1.6,AMWI,AGWT,9.0,,,,,,
LOS BANOS,2019-11-27,90,76,0,76,0.8,0.0,0.8,AGWT,NSHO,9.0,,,,,,
LOS BANOS,2019-11-30,149,149,0,149,1.0,0.0,1.0,NSHO,MALL,9.0,,,,,,
LOS BANOS,2019-12-01,80,89,0,89,1.1,0.0,1.1,NSHO,MALL,9.0,,,,,,
MENDOTA,2019-11-27,141,275,2,277,2.0,0.0,2.0,AGWT,RNDU,9.0,,,,,,
MENDOTA,2019-11-30,221,219,7,226,1.0,0.0,1.0,AGWT,MALL,9.0,,,,,,
MENDOTA,2019-12-01,98,118,1,119,1.2,0.0,1.2,AGWT,CITE,9.0,,,,,,
MERCED,2019-11-27,39,69,2,71,1.8,0.1,1.8,NSHO,MALL,9.0,,,,,,
MERCED,2019-11-30,32,77,4,81,2.4,0.1,2.5,NSHO,GADW,9.0,,,,,,
SACRAMENTO,2019-11-27,142,389,13,402,2.7,0.1,2.8,NSHO,GADW,9.0,,,,,,
SACRAMENTO,2019-11-30,195,607,7,614,3.1,0.0,3.1,NSHO,GADW,9.0,,,,,,
SACRAMENTO,2019-12-01,122,334,2,336,2.7,0.0,2.8,GADW,NSHO,9.0,,,,,,
SALT SLOUGH,2019-11-27,34,42,0,42,1.2,0.0,1.2,MALL,NSHO,9.0,,,,,,
SALT SLOUGH,2019-11-30,61,69,1,70,1.1,0.0,1.1,MALL,NSHO,9.0,,,,,,
SALT SLOUGH,2019-12-01,33,58,0,58,1.8,0.0,1.8,MALL,NSHO,9.0,,,,,,
SONNY BONO,2019-11-27,7,1,1,2,0.1,0.1,0.3,AGWT,AGWT,9.0,,,,,,
SONNY BONO,2019-11-30,16,3,73,76,0.2,4.6,4.8,LSGO,ROGO,9.0,,,,,,
SONNY BONO,2019-12-01,5,0,0,0,0.0,0.0,0.0,,,9.0,,,,,,
SAN JACINTO,2019-11-27,194,342,0,342,1.8,0.0,1.8,AGWT,MALL,9.0,,,,,,
SAN JACINTO,2019-11-30,191,247,1,248,1.3,0.0,1.3,NSHO,GADW,9.0,,,,,,
SAN LUIS,2019-11-27,71,110,0,110,1.5,0.0,1.5,AGWT,MALL,9.0,,,,,,
SAN LUIS,2019-11-30,94,114,2,116,1.2,0.0,1.2,MALL,NSHO,9.0,,,,,,
SAN LUIS,2019-12-01,42,54,0,54,1.3,0.0,1.3,NSHO,MALL,9.0,,,,,,
SHASTA VALLEY,2019-11-27,17,46,2,48,2.7,0.1,2.8,AGWT,MALL,9.0,,,,,,
SHASTA VALLEY,2019-11-30,34,138,0,138,4.1,0.0,4.1,AGWT,NSHO,9.0,,,,,,
SHASTA VALLEY,2019-12-01,7,32,0,32,4.6,0.0,4.6,AGWT,NSHO,9.0,,,,,,
SUTTER,2019-11-27,67,60,7,67,0.9,0.1,1.0,MALL,NOPI,9.0,,,,,,
SUTTER,2019-11-30,78,49,1,50,0.6,0.0,0.6,AGWT,NSHO,9.0,,,,,,
SUTTER,2019-12-01,51,141,0,141,2.8,0.0,2.8,AMWI,AGWT,9.0,,,,,,
VOLTA,2019-11-27,39,25,0,25,0.6,0.0,0.6,NSHO,MALL,9.0,,,,,,
VOLTA,2019-11-30,58,28,0,28,0.5,0.0,0.5,NSHO,AGWT,9.0,,,,,,
VOLTA,2019-12-01,12,7,0,7,0.6,0.0,0.6,MALL,MALL,9.0,,,,,,
WEST BEAR CREEK,2019-11-27,20,33,0,33,1.7,0.0,1.7,AGWT,MALL,9.0,,,,,,
WEST BEAR CREEK,2019-11-30,22,17,0,17,0.8,0.0,0.8,AGWT,MALL,9.0,,,,,,
WEST BEAR CREEK,2019-12-01,18,19,0,19,1.1,0.0,1.1,MALL,AGWT,9.0,,,,,,
WEST FAMILY JR,2019-11-27,20,33,0,33,1.7,0.0,1.7,AGWT,MALL,9.0,,,,,,
WEST FAMILY JR,2019-11-30,22,17,0,17,0.8,0.0,0.8,AGWT,MALL,9.0,,,,,,
WEST FAMILY JR,2019-12-01,18,19,0,19,1.1,0.0,1.1,MALL,AGWT,9.0,,,,,,
WILLOW CREEK,2019-11-27,0,0,0,0,0.0,0.0,0.0,,,9.0,,,,,,
WILLOW CREEK,2019-11-30,2,0,0,0,0.0,0.0,0.0,,,9.0,,,,,,
WILLOW CREEK,2019-12-01,0,0,0,0,0.0,0.0,0.0,,,9.0,,,,,,
WISTER,2019-11-27,85,143,16,159,1.7,0.2,1.9,NOPI,GADW,9.0,,,,,,
WISTER,2019-11-30,71,128,18,146,1.8,0.3,2.1,NOPI,AMWI,9.0,,,,,,
WISTER,2019-12-01,24,37,2,39,1.5,0.1,1.6,AMWI,MALL,9.0,,,,,,
YOLO,2019-11-27,205,200,7,207,1.0,0.0,1.0,NSHO,AGWT,9.0,,,,,,
YOLO,2019-11-30,171,166,4,170,1.0,0.0,1.0,NSHO,AGWT,9.0,,,,,,
YOLO,2019-12-01,143,100,11,111,0.7,0.1,0.8,AMWI,MALL,9.0,,,,,,
ASH CREEK,2019-12-04,5,15,0,15,3.0,0.0,3.0,MALL,AMWI,10.0,,,,,,
ASH CREEK,2019-12-07,6,5,1,6,0.8,0.2,1.0,MALL,NSHO,10.0,,,,,,
ASH CREEK,2019-12-08,1,0,0,0,0.0,0.0,0.0,,,10.0,,,,,,
BUTTE VALLEY,2019-12-04,0,0,0,0,0.0,0.0,0.0,,,10.0,,,,,,
BUTTE VALLEY,2019-12-07,3,4,0,4,1.3,0.0,1.3,AGWT,MALL,10.0,,,,,,
BUTTE VALLEY,2019-12-08,1,3,2,5,3.0,2.0,5.0,CITE,CAGO,10.0,,,,,,
CHINA ISLAND,2019-12-04,15,28,0,28,1.9,0.0,1.9,AGWT,NSHO,10.0,,,,,,
CHINA ISLAND,2019-12-07,31,96,0,96,3.1,0.0,3.1,AGWT,MALL,10.0,,,,,,
CHINA ISLAND,2019-12-08,21,55,0,55,2.6,0.0,2.6,AGWT,MALL,10.0,,,,,,
COLUSA,2019-12-04,87,199,0,199,2.3,0.0,2.3,AGWT,AMWI,10.0,,,,,,
COLUSA,2019-12-07,121,187,5,192,1.5,0.0,1.6,AGWT,AMWI,10.0,,,,,,
COLUSA,2019-12-08,63,45,0,45,0.7,0.0,0.7,AGWT,GADW,10.0,,,,,,
DELEVAN,2019-12-04,130,766,23,789,5.89,0.18,6.07,NSHO,AGWT,10.0,,,,,,
DELEVAN,2019-12-05,203,1024,13,1037,5.04,0.06,5.11,NSHO,AGWT,10.0,,,,,,
DELEVAN,2019-12-06,176,388,8,396,2.2,0.05,2.25,NSHO,AGWT,10.0,,,,,,
DELTA - TWITCHELL,2019-12-04,12,15,1,16,1.3,0.1,1.3,AGWT,NSHO,10.0,,,,,,
DELTA - TWITCHELL,2019-12-07,11,23,5,28,2.1,0.5,2.5,MALL,ACGO,10.0,,,,,,
FREITAS NORTH,2019-12-04,9,47,0,47,5.2,0.0,5.2,AGWT,MALL,10.0,,,,,,
FREITAS NORTH,2019-12-07,35,147,0,147,4.2,0.0,4.2,AGWT,MALL,10.0,,,,,,
FREITAS NORTH,2019-12-08,19,103,0,103,5.4,0.0,5.4,AGWT,MALL,10.0,,,,,,
FREITAS SOUTH,2019-12-04,10,19,1,20,1.9,0.1,2.0,AGWT,MALL,10.0,,,,,,
FREITAS SOUTH,2019-12-07,22,72,0,72,3.3,0.0,3.3,AGWT,MALL,10.0,,,,,,
FREITAS SOUTH,2019-12-08,11,6,0,6,0.5,0.0,0.5,MALL,AMWI,10.0,,,,,,
GADWALL,2019-12-04,22,67,0,67,3.0,0.0,3.0,NSHO,RNDU,10.0,,,,,,
GADWALL,2019-12-07,31,96,0,96,3.1,0.0,3.1,NSHO,AGWT,10.0,,,,,,
GADWALL,2019-12-08,24,40,0,40,1.7,0.0,1.7,NSHO,AGWT,10.0,,,,,,
GOLD HILLS,2019-12-04,2,0,0,0,0.0,0.0,0.0,,,10.0,,,,,,
GOLD HILLS,2019-12-07,2,0,0,0,0.0,0.0,0.0,,,10.0,,,,,,
GOLD HILLS,2019-12-08,4,2,0,2,0.5,0.0,0.5,RUDU,,10.0,,,,,,
GOODYEAR SLOUGH,2019-12-04,8,15,0,15,1.9,0.0,1.9,NSHO,MALL,10.0,,,,,,
GOODYEAR SLOUGH,2019-12-07,20,39,0,39,2.0,0.0,2.0,AGWT,NSHO,10.0,,,,,,
GOODYEAR SLOUGH,2019-12-08,13,1,0,1,0.1,0.0,0.1,NSHO,,10.0,,,,,,
GRAY LODGE,2019-12-04,145,289,2,291,2.0,0.0,2.0,AMWI,MALL,10.0,,,,,,
GRAY LODGE,2019-12-07,279,293,0,293,1.1,0.0,1.1,RNDU,MALL,10.0,,,,,,
GRAY LODGE,2019-12-08,145,206,2,208,1.4,0.0,1.4,AGWT,NSHO,10.0,,,,,,
GRIZZLY ISLAND,2019-12-04,58,122,4,126,2.1,0.1,2.2,AMWI,NSHO,10.0,,,,,,
GRIZZLY ISLAND,2019-12-07,93,242,0,242,2.6,0.0,2.6,AGWT,GOLD,10.0,,,,,,
GRIZZLY ISLAND,2019-12-08,80,95,1,96,1.2,0.0,1.2,AMWI,GOLD,10.0,,,,,,
HONEY LAKE- DAKIN,2019-12-04,9,42,2,44,4.7,0.2,4.9,AGWT,MALL,10.0,,,,,,
HONEY LAKE- DAKIN,2019-12-07,15,67,2,69,4.5,0.1,4.6,AGWT,MALL,10.0,,,,,,
HONEY LAKE- DAKIN,2019-12-08,9,1,1,2,0.1,0.1,0.2,MALL,MALL,10.0,,,,,,
HONEY LAKE-FLEMING,2019-12-04,5,23,0,23,4.6,0.0,4.6,MALL,AMWI,10.0,,,,,,
HONEY LAKE-FLEMING,2019-12-07,14,47,0,47,3.4,0.0,3.4,MALL,MALL,10.0,,,,,,
HONEY LAKE-FLEMING,2019-12-08,15,9,0,9,0.6,0.0,0.6,GADW,AMWI,10.0,,,,,,
HOWARD SLOUGH,2019-12-04,51,139,2,141,2.7,0.0,2.8,AGWT,MALL,10.0,,,,,,
HOWARD SLOUGH,2019-12-07,80,245,6,251,3.1,0.1,3.1,AGWT,AMWI,10.0,,,,,,
HOWARD SLOUGH,2019-12-08,54,172,0,172,3.2,0.0,3.2,AGWT,AMWI,10.0,,,,,,
ISLAND SLOUGH,2019-12-04,8,8,0,8,1.0,0.0,1.0,NSHO,GOLD,10.0,,,,,,
ISLAND SLOUGH,2019-12-07,24,29,0,29,1.2,0.0,1.2,NSHO,AGWT,10.0,,,,,,
ISLAND SLOUGH,2019-12-08,8,1,0,1,0.1,0.0,0.1,CITE,,10.0,,,,,,
JOICE ISLAND,2019-12-08,24,71,0,71,3.0,0.0,3.0,NSHO,AGWT,10.0,,,,,,
KERN,2019-12-04,67,209,0,209,3.1,0.0,3.1,AGWT,NSHO,10.0,,,,,,
KERN,2019-12-07,77,131,0,131,1.7,0.0,1.7,NSHO,AGWT,10.0,,,,,,
KESTERSON,2019-12-04,43,84,0,84,2.0,0.0,2.0,AGWT,NSHO,10.0,,,,,,
KESTERSON,2019-12-07,76,169,4,173,2.2,0.1,2.3,AGWT,MALL,10.0,,,,,,
KESTERSON,2019-12-08,44,116,0,116,2.6,0.0,2.6,AGWT,RNDU,10.0,,,,,,
LITTLE DRY CREEK,2019-12-04,108,299,0,299,2.8,0.0,2.8,MALL,AMWI,10.0,,,,,,
LITTLE DRY CREEK,2019-12-07,117,290,10,300,2.5,0.1,2.6,MALL,AMWI,10.0,,,,,,
LITTLE DRY CREEK,2019-12-08,82,278,2,280,3.4,0.0,3.4,AMWI,AGWT,10.0,,,,,,
LLANO SECO,2019-12-04,25,56,1,57,2.2,0.0,2.3,AGWT,AMWI,10.0,,,,,,
LLANO SECO,2019-12-07,51,93,16,109,1.8,0.3,2.1,AMWI,NSHO,10.0,,,,,,
LLANO SECO,2019-12-08,32,105,2,107,3.3,0.1,3.3,AGWT,AMWI,10.0,,,,,,
LOS BANOS,2019-12-04,72,141,0,141,2.0,0.0,2.0,AGWT,NSHO,10.0,,,,,,
LOS BANOS,2019-12-07,103,201,1,202,2.0,0.0,2.0,AGWT,MALL,10.0,,,,,,
LOS BANOS,2019-12-08,75,63,0,63,0.8,0.0,0.8,AGWT,MALL,10.0,,,,,,
MENDOTA,2019-12-04,117,241,5,246,2.1,0.0,2.1,AGWT,MALL,10.0,,,,,,
MENDOTA,2019-12-07,250,514,2,516,2.1,0.0,2.1,AGWT,MALL,10.0,,,,,,
MENDOTA,2019-12-08,114,143,0,143,1.3,0.0,1.3,AGWT,MALL,10.0,,,,,,
MERCED,2019-12-04,32,128,0,128,4.0,0.0,4.0,NSHO,AGWT,10.0,,,,,,
MERCED,2019-12-07,39,66,2,68,1.7,0.1,1.7,AGWT,MALL,10.0,,,,,,
SACRAMENTO,2019-12-04,122,405,3,408,3.3,0.0,3.3,AGWT,MALL,10.0,,,,,,
SACRAMENTO,2019-12-07,249,403,35,438,1.6,0.1,1.8,NSHO,AGWT,10.0,,,,,,
SACRAMENTO,2019-12-08,97,185,4,189,1.9,0.0,1.9,AGWT,NSHO,10.0,,,,,,
SALT SLOUGH,2019-12-04,34,77,0,77,2.3,0.0,2.3,AGWT,MALL,10.0,,,,,,
SALT SLOUGH,2019-12-07,46,67,1,68,1.5,0.0,1.5,AGWT,MALL,10.0,,,,,,
SALT SLOUGH,2019-12-08,25,30,0,30,1.2,0.0,1.2,AGWT,MALL,10.0,,,,,,
SONNY BONO,2019-12-04,6,2,33,35,0.3,5.5,5.8,LSGO,NOPI,10.0,,,,,,
SONNY BONO,2019-12-07,21,33,13,46,1.6,0.6,2.2,LSGO,NOPI,10.0,,,,,,
SONNY BONO,2019-12-08,13,6,8,14,0.5,0.6,1.1,LSGO,AGWT,10.0,,,,,,
SAN JACINTO,2019-12-04,157,283,1,284,1.8,0.0,1.8,NSHO,GADW,10.0,,,,,,
SAN JACINTO,2019-12-07,156,194,1,195,1.2,0.0,1.3,RNDU,GADW,10.0,,,,,,
SAN LUIS,2019-12-04,42,157,0,157,3.7,0.0,3.7,AGWT,MALL,10.0,,,,,,
SAN LUIS,2019-12-07,82,283,0,283,3.5,0.0,3.5,AGWT,MALL,10.0,,,,,,
SAN LUIS,2019-12-08,63,163,0,163,2.6,0.0,2.6,AGWT,MALL,10.0,,,,,,
SHASTA VALLEY,2019-12-04,14,55,0,55,3.9,0.0,3.9,AGWT,RNDU,10.0,,,,,,
SHASTA VALLEY,2019-12-07,18,43,3,46,2.4,0.2,2.6,AGWT,NSHO,10.0,,,,,,
SHASTA VALLEY,2019-12-08,25,31,0,31,1.2,0.0,1.2,RNDU,MALL,10.0,,,,,,
SUTTER,2019-12-04,58,151,0,151,2.6,0.0,2.6,AGWT,AMWI,10.0,,,,,,
SUTTER,2019-12-07,75,136,10,146,1.8,0.1,1.9,AMWI,MALL,10.0,,,,,,
SUTTER,2019-12-08,53,150,0,150,2.8,0.0,2.8,AMWI,AGWT,10.0,,,,,,
VOLTA,2019-12-04,23,73,0,73,3.2,0.0,3.2,AGWT,NSHO,10.0,,,,,,
VOLTA,2019-12-07,89,101,0,101,1.1,0.0,1.1,AGWT,NSHO,10.0,,,,,,
VOLTA,2019-12-08,21,39,0,39,1.9,0.0,1.9,AGWT,NSHO,10.0,,,,,,
